,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,h_rain_nan,T_low_nan,date_nan,h_snow_nan,T_high_nan,h_all_precip_nan,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,alm_stn_id,alm_stn_dist,norm_stn_id,norm_stn_dist,temp_nan_post_fill,precip_nan_post_fill
1047,POINT PELEE CS,ONTARIO,613P001,27533,71303.0,XPT,41.95,-82.52,415655009.0,-823108002.0,176.8,1999.0,2015.0,730.0,75.0,0.0,730.0,77.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,0.0,4606.0,0.0,65.0,66.0
1048,DORCHESTER,ONTARIO,6142066,4750,,,43.0,-81.03,430007032.0,-810158068.0,271.3,1976.0,2015.0,67.0,730.0,0.0,67.0,730.0,67.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,4789.0,10.334673325434071,4789.0,10.334673325434071,65.0,66.0
1049,ELORA RCS,ONTARIO,6142286,41983,71352.0,ZEL,43.65,-80.42,433900000.0,-802500000.0,376.4,2003.0,2015.0,730.0,106.0,0.0,730.0,104.0,112.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0,11.47411729029293,4761.0,6.423900191258388,65.0,66.0
1050,FERGUS SHAND DAM,ONTARIO,6142400,4760,,,43.73,-80.33,434405088.0,-801949098.0,417.6,1939.0,2015.0,67.0,67.0,0.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0,0.0,4760.0,0.0,65.0,66.0
1051,FERGUS MOE,ONTARIO,6142402,4761,,,43.7,-80.38,434206006.0,-802244028.0,396.2,1962.0,2015.0,74.0,73.0,0.0,74.0,74.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0,5.22941112690311,4761.0,0.0,65.0,66.0
1052,FOLDENS,ONTARIO,6142420,4762,,,43.02,-80.78,430106078.0,-804651036.0,328.0,1963.0,2015.0,96.0,96.0,0.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.0,0.0,4762.0,0.0,65.0,66.0
1053,GUELPH TURFGRASS,ONTARIO,6143089,45407,71833.0,TGT,43.55,-80.22,433300000.0,-801300000.0,325.0,2006.0,2015.0,730.0,83.0,0.0,730.0,87.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4772.0,0.0,4772.0,0.0,65.0,66.0
1054,JAMESTOWN,ONTARIO,6143905,44787,,,43.8,-81.18,434809084.0,-811101032.0,319.0,2006.0,2015.0,226.0,730.0,0.0,222.0,730.0,222.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,4545.0,18.39571925940736,4545.0,18.395719259407358,65.0,66.0
1055,KITCHENER/WATERLOO,ONTARIO,6144239,48569,71368.0,YKF,43.46,-80.38,432739000.0,-802243000.0,321.6,2010.0,2015.0,730.0,88.0,0.0,730.0,93.0,101.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.0,1.1110160618359677,4832.0,1.1110160618359677,65.0,66.0
1056,LONDON A,ONTARIO,6144473,50093,71623.0,YXU,43.03,-81.15,430159000.0,-810904000.0,278.0,2012.0,2015.0,730.0,65.0,0.0,730.0,65.0,730.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789.0,0.0,4789.0,0.0,65.0,66.0
1057,LONDON INT'L AIRPORT,ONTARIO,6144475,4789,71623.0,YXU,43.03,-81.15,430159000.0,-810904000.0,278.0,1940.0,2015.0,464.0,730.0,0.0,464.0,730.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789.0,0.0,4789.0,0.0,65.0,66.0
1058,LONDON CS,ONTARIO,6144478,10999,71622.0,WSN,43.03,-81.15,430200000.0,-810900000.0,278.0,1994.0,2015.0,730.0,74.0,0.0,730.0,76.0,93.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789.0,0.0,4789.0,0.0,65.0,66.0
1059,MOUNT FOREST (AUT),ONTARIO,6145504,7844,71631.0,WLS,43.98,-80.75,435900000.0,-804500000.0,414.5,1992.0,2015.0,730.0,67.0,0.0,730.0,69.0,97.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442.0,22.919164987510204,4442.0,22.919164987510204,65.0,66.0
1060,ROSEVILLE,ONTARIO,6147188,4816,,,43.35,-80.47,432113026.0,-802825056.0,328.0,1972.0,2015.0,101.0,101.0,0.0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,0.0,4816.0,0.0,65.0,66.0
1061,STRATFORD WWTP,ONTARIO,6148105,4823,,,43.37,-81.0,432208016.0,-810017058.0,345.0,1959.0,2015.0,314.0,314.0,0.0,314.0,314.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4823.0,0.0,4823.0,0.0,65.0,66.0
1062,STRATHROY-MULLIFARRY,ONTARIO,6148122,27647,,,42.98,-81.64,425850022.0,-813834086.0,243.0,1997.0,2015.0,71.0,71.0,0.0,71.0,71.0,71.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4825.0,3.4311729339939454,4825.0,3.4311729339939454,65.0,66.0
1063,WATERLOO WELLINGTON 2,ONTARIO,6149389,42424,,,43.45,-80.38,432700000.0,-802300000.0,313.6,2003.0,2015.0,461.0,730.0,0.0,461.0,730.0,461.0,213.0,213.0,213.0,213.0,0.0,0.0,213.0,0.0,213.0,0.0,4832.0,0.0,4832.0,0.0,65.0,66.0
1064,WOODSTOCK,ONTARIO,6149625,4835,,,43.14,-80.77,430810044.0,-804614040.0,281.9,1870.0,2015.0,465.0,465.0,0.0,465.0,465.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4835.0,0.0,4835.0,0.0,65.0,66.0
1065,BELLEVILLE,ONTARIO,6150689,4859,,,44.15,-77.39,440902052.0,-772341046.0,76.2,1866.0,2015.0,121.0,121.0,0.0,121.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.0,0.0,4859.0,0.0,65.0,65.0
1066,BLACKSTOCK,ONTARIO,6150790,31048,,,44.1,-78.83,440600000.0,-785000000.0,291.0,2001.0,2015.0,72.0,72.0,0.0,72.0,72.0,72.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,8.140855334945794,4881.0,8.140855334945794,65.0,66.0
1067,BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,71437.0,WWB,43.3,-79.8,431800000.0,-794800000.0,77.4,1992.0,2015.0,730.0,67.0,0.0,730.0,66.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29846.0,3.707226121598658,4887.0,4.126928442860239,65.0,65.0
1068,CENTREVILLE,ONTARIO,6151309,4898,,,44.4,-76.91,442412090.0,-765428092.0,150.0,1985.0,2015.0,92.0,96.0,0.0,92.0,93.0,92.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4287.0,17.836195918855623,4898.0,0.0,65.0,65.0
1069,COBOURG (AUT),ONTARIO,6151684,7870,71431.0,WNC,43.95,-78.17,435700000.0,-781000000.0,77.7,1992.0,2015.0,730.0,67.0,0.0,730.0,71.0,88.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4905.0,2.3627252030375647,4905.0,2.3627252030375647,65.0,65.0
1070,COBOURG STP,ONTARIO,6151689,4905,,,43.97,-78.18,435800000.0,-781100000.0,79.2,1970.0,2015.0,538.0,538.0,0.0,538.0,539.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4905.0,0.0,4905.0,0.0,65.0,65.0
1071,GEORGETOWN WWTP,ONTARIO,6152695,4923,,,43.64,-79.88,433824018.0,-795245018.0,221.0,1962.0,2015.0,407.0,407.0,0.0,407.0,407.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4923.0,0.0,4923.0,0.0,65.0,65.0
1072,HAMILTON A,ONTARIO,6153193,49908,71263.0,YHM,43.17,-79.94,431025000.0,-795606000.0,237.7,2011.0,2015.0,82.0,65.0,0.0,74.0,66.0,76.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4932.0,0.8131580711440052,4932.0,0.8131580711440052,65.0,65.0
1073,HAMILTON RBG CS,ONTARIO,6153301,27529,71297.0,XHM,43.29,-79.91,431730000.0,-795430000.0,102.0,1997.0,2015.0,730.0,71.0,0.0,730.0,73.0,90.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937.0,2.6763752674926535,4937.0,2.676375267492653,65.0,65.0
1074,KALADAR,ONTARIO,6153935,27612,,,44.65,-77.12,443852000.0,-770702040.0,214.7,1998.0,2015.0,69.0,69.0,0.0,69.0,69.0,69.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4284.0,39.89906402488647,4898.0,32.410694998648054,65.0,66.0
1075,OAKVILLE TWN,ONTARIO,6155750,45667,,,43.51,-79.69,433045000.0,-794124000.0,168.0,2007.0,2015.0,74.0,73.0,0.0,77.0,74.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52741.0,3.923810513487232,4846.0,5.887357883699111,65.0,65.0
1076,ORANGEVILLE MOE,ONTARIO,6155790,4991,,,43.92,-80.09,435506066.0,-800511064.0,411.5,1961.0,2015.0,111.0,110.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4991.0,0.0,4991.0,0.0,65.0,65.0
1077,OSHAWA,ONTARIO,6155875,48649,71697.0,YOO,43.92,-78.88,435522000.0,-785300041.0,139.9,2010.0,2015.0,730.0,72.0,0.0,730.0,74.0,76.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52727.0,2.7421174552123664,4996.0,6.855872442998563,65.0,66.0
1078,OSHAWA WPCP,ONTARIO,6155878,4996,,,43.87,-78.83,435200000.0,-785000000.0,83.8,1969.0,2015.0,82.0,82.0,0.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,0.0,4996.0,0.0,65.0,66.0
1079,POINT PETRE (AUT),ONTARIO,6156559,7925,71430.0,WQP,43.83,-77.15,435000000.0,-770900000.0,78.6,1992.0,2015.0,730.0,160.0,0.0,730.0,190.0,248.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5005.0,21.17205766264487,5005.0,21.17205766264487,65.0,65.0
1080,MONO CENTRE,ONTARIO,6157000,51938,71098.0,TRY,44.03,-80.02,440156100.0,-800128010.0,436.0,2013.0,2015.0,730.0,76.0,0.0,730.0,85.0,233.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4991.0,13.451124141258259,4991.0,13.451124141258259,65.0,65.0
1081,STIRLING,ONTARIO,6158052,46387,,,44.29,-77.55,441735094.0,-773317082.0,130.0,2007.0,2015.0,392.0,730.0,0.0,393.0,730.0,392.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,5126.0,18.957283037792813,6911.0,16.864008241431524,65.0,65.0
1082,TORONTO,ONTARIO,6158350,5051,71266.0,,43.67,-79.4,434000000.0,-792400000.0,112.5,1840.0,2015.0,461.0,730.0,0.0,461.0,730.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5051.0,0.0,5051.0,0.0,65.0,65.0
1083,TORONTO CITY,ONTARIO,6158355,31688,71508.0,XTO,43.67,-79.4,434000000.0,-792400000.0,112.5,2002.0,2015.0,730.0,69.0,0.0,730.0,70.0,85.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5051.0,0.0,5051.0,0.0,65.0,65.0
1084,TORONTO CITY CENTRE,ONTARIO,6158359,48549,71265.0,YTZ,43.63,-79.4,433739000.0,-792346000.0,76.8,2009.0,2015.0,730.0,78.0,0.0,730.0,80.0,86.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.0,0.0,5085.0,0.0,65.0,65.0
1085,TORONTO INTL A,ONTARIO,6158731,51459,71624.0,YYZ,43.68,-79.63,434036000.0,-793750000.0,173.4,2013.0,2015.0,72.0,65.0,0.0,68.0,65.0,72.0,357.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097.0,0.0,5097.0,0.0,65.0,65.0
1086,TORONTO EAST YORK DUSTAN,ONTARIO,6158751,45967,,,43.7,-79.34,434148030.0,-792019014.0,125.0,2007.0,2015.0,153.0,153.0,0.0,153.0,153.0,153.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52723.0,5.491332518116958,5051.0,5.8748631824217155,65.0,65.0
1088,TRENTON A,ONTARIO,6158875,5126,71621.0,YTR,44.12,-77.53,440700000.0,-773200000.0,86.3,1935.0,2015.0,66.0,65.0,0.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5126.0,0.0,5126.0,0.0,65.0,65.0
1089,UXBRIDGE WEST,ONTARIO,6159123,50637,71932.0,TUX,44.1,-79.16,440554000.0,-790949020.0,325.0,2012.0,2015.0,730.0,68.0,0.0,730.0,69.0,103.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52707.0,6.413466852864692,5014.0,16.190222560961498,65.0,66.0
1090,MOUNTAINVIEW,ONTARIO,615EMR7,4838,,,44.05,-77.3,440307092.0,-771806090.0,108.0,1986.0,2015.0,76.0,76.0,0.0,76.0,76.0,76.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.0,13.243719502213152,4838.0,0.0,65.0,65.0
1091,TORONTO BUTTONVILLE A,ONTARIO,615HMAK,4841,71639.0,YKZ,43.86,-79.37,435144000.0,-792212000.0,198.1,1986.0,2015.0,229.0,226.0,0.0,227.0,226.0,226.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4928.0,1.3714061410977023,4841.0,0.0,65.0,65.0
1092,TORONTO NORTH YORK,ONTARIO,615S001,26953,,,43.78,-79.47,434648072.0,-792804038.0,187.0,1994.0,2015.0,70.0,70.0,0.0,70.0,70.0,70.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53760.0,0.0,26953.0,0.0,65.0,65.0
1093,COE HILL,ONTARIO,6161740,43923,,,44.92,-77.88,445521024.0,-775305076.0,360.0,2005.0,2015.0,291.0,291.0,0.0,291.0,291.0,291.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4252.0,54.02949045471957,5170.0,52.7096954217476,65.0,65.0
1094,HALIBURTON 3,ONTARIO,6163171,5170,,,45.03,-78.53,450156094.0,-783152014.0,330.0,1987.0,2015.0,73.0,73.0,0.0,73.0,73.0,73.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5168.0,5.16229109549818,5170.0,0.0,65.0,66.0
1095,PETERBOROUGH,ONTARIO,6166415,48952,71436.0,YPQ,44.23,-78.36,441348000.0,-782148000.0,191.4,2010.0,2015.0,730.0,85.0,0.0,730.0,89.0,114.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186.0,0.7989570256631779,5186.0,0.7989570256631779,65.0,66.0
1096,PETERBOROUGH TRENT U,ONTARIO,6166456,43763,71672.0,TPQ,44.35,-78.3,442100000.0,-781800000.0,216.0,2005.0,2015.0,730.0,136.0,0.0,730.0,156.0,597.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192.0,2.222385452439561,5192.0,2.222385452439561,65.0,65.0
1097,SONYA SUNDANCE MEADOWS,ONTARIO,6168100,31010,,,44.22,-78.95,441300000.0,-785700000.0,275.0,2001.0,2015.0,77.0,730.0,0.0,77.0,730.0,77.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,52719.0,21.036906929105967,5014.0,7.940794121424493,65.0,66.0
1098,TAPLEY,ONTARIO,6168525,44205,,,44.17,-78.5,441014040.0,-783005094.0,270.0,2005.0,2015.0,72.0,730.0,0.0,72.0,730.0,72.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,4950.0,11.78443526669341,4891.0,11.11145852139582,65.0,66.0
1099,BANCROFT AUTO,ONTARIO,616I001,26799,71294.0,WRK,45.07,-77.88,450417000.0,-775244000.0,330.7,1995.0,2015.0,730.0,67.0,0.0,730.0,71.0,80.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4252.0,39.09791508511851,4252.0,39.09791508511851,65.0,66.0
1107,LES CEDRES,QUEBEC,7014290,5239,,,45.3,-74.05,451800000.0,-740300000.0,47.2,1913.0,2015.0,233.0,309.0,0.0,181.0,290.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5239.0,0.0,5239.0,0.0,65.0,92.0
1109,OKA,QUEBEC,7015730,5248,,,45.5,-74.07,453000000.0,-740400000.0,91.4,1937.0,2015.0,178.0,349.0,0.0,175.0,267.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5248.0,0.0,5248.0,0.0,65.0,67.0
1123,ST JANVIER,QUEBEC,7017386,5275,,,45.73,-73.88,454400000.0,-735300000.0,61.0,1973.0,2015.0,469.0,482.0,0.0,479.0,690.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.0,0.0,5275.0,0.0,65.0,67.0
1138,AUTEUIL,QUEBEC,7020392,5313,,,45.65,-73.73,453900000.0,-734400000.0,53.0,1983.0,2015.0,309.0,425.0,0.0,287.0,413.0,338.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5285.0,11.692537481360528,5313.0,0.0,65.0,67.0
1157,LAPRAIRIE,QUEBEC,7024100,5389,,,45.38,-73.43,452300000.0,-732600000.0,30.0,1963.0,2015.0,288.0,359.0,0.0,213.0,369.0,314.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10949.0,11.828662211416626,5389.0,0.0,65.0,69.0
1164,MCTAVISH,QUEBEC,7024745,10761,71612.0,WTA,45.5,-73.58,453017070.0,-733445000.0,72.8,1994.0,2015.0,730.0,100.0,0.0,730.0,106.0,309.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.0,0.0,5418.0,2.3561933083597166,65.0,67.0
1166,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QUEBEC,7025250,5415,71627.0,YUL,45.47,-73.75,452800000.0,-734500000.0,35.97,1941.0,2015.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.0,0.0,5415.0,0.0,65.0,67.0
1167,MONTREAL INTL A,QUEBEC,7025251,51157,71627.0,YUL,45.47,-73.74,452814000.0,-734427000.0,36.0,2013.0,2015.0,78.0,65.0,0.0,68.0,65.0,74.0,364.0,0.0,364.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5415.0,0.7819955910720519,5415.0,0.7819955910720519,65.0,67.0
1180,STE-CLOTHILDE,QUEBEC,7027039,10762,71614.0,WIT,45.17,-73.68,451002000.0,-734044000.0,53.0,1993.0,2015.0,730.0,66.0,0.0,730.0,72.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5456.0,0.0,5373.0,11.550468077033367,65.0,69.0
1184,STE GENEVIEVE,QUEBEC,7027280,5484,,,45.5,-73.85,453000000.0,-735100000.0,22.9,1952.0,2015.0,293.0,317.0,0.0,283.0,314.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5484.0,0.0,5484.0,0.0,65.0,67.0
1187,MONTREAL/ST-HUBERT A,QUEBEC,7027320,5490,71371.0,YHU,45.52,-73.42,453100000.0,-732500000.0,27.4,1928.0,2015.0,474.0,730.0,0.0,474.0,730.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490.0,0.0,5490.0,0.0,65.0,69.0
1188,MONTREAL/ST-HUBERT,QUEBEC,7027329,48374,71371.0,YHU,45.52,-73.42,453103000.0,-732501000.0,27.4,2009.0,2015.0,730.0,73.0,0.0,730.0,80.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490.0,0.0,5490.0,0.0,65.0,69.0
1194,STE MARTINE,QUEBEC,7027540,5503,,,45.22,-73.85,451300000.0,-735100000.0,38.1,1963.0,2015.0,210.0,259.0,0.0,169.0,274.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5503.0,0.0,5503.0,0.0,65.0,67.0
1215,STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377.0,WVQ,45.43,-73.93,452538000.0,-735545000.0,39.0,1993.0,2015.0,730.0,65.0,0.0,730.0,71.0,77.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5449.0,0.0,5434.0,8.925571660852189,65.0,67.0
1219,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183.0,WTQ,45.47,-73.74,452804000.0,-734430000.0,32.1,2002.0,2015.0,730.0,84.0,0.0,730.0,88.0,96.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.0,0.7819955910720519,5415.0,0.7819955910720519,65.0,92.0
1240,BAIE-COMEAU A,QUEBEC,7040442,30173,71890.0,GBC,49.13,-68.2,490800000.0,-681200000.0,21.6,2004.0,2015.0,730.0,68.0,0.0,730.0,70.0,93.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5662.0,0.0,5662.0,0.0,65.0,69.0
1241,BAIE-COMEAU,QUEBEC,7040444,48968,71691.0,YBC,49.13,-68.2,490757000.0,-681216000.0,21.6,2010.0,2015.0,730.0,94.0,0.0,730.0,102.0,118.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5662.0,0.0,5662.0,0.0,65.0,69.0
1242,CAPE WHITTLE,QUEBEC,7041100,5672,71374.0,WQW,50.16,-60.06,500947000.0,-600342000.0,7.0,1963.0,2015.0,730.0,69.0,0.0,730.0,72.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5746.0,79.82933613512665,5746.0,79.82933613512665,65.0,79.0
1243,CAP-ROUGE,QUEBEC,7041166,10963,71186.0,WQM,48.37,-70.54,482227000.0,-703207000.0,7.3,1994.0,2015.0,730.0,69.0,0.0,730.0,74.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5738.0,3.417172811573162,5738.0,3.417172811573162,65.0,65.0
1246,CHEVERY,QUEBEC,7041382,8456,71814.0,WDM,50.47,-59.64,502754000.0,-593822000.0,7.7,1992.0,2015.0,730.0,65.0,0.0,730.0,68.0,111.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5746.0,34.179166189108905,5746.0,34.179166189108905,65.0,79.0
1249,GODBOUT,QUEBEC,7042749,5686,,,49.32,-67.62,491900000.0,-673700000.0,30.0,1971.0,2015.0,170.0,181.0,0.0,154.0,188.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5686.0,0.0,5686.0,0.0,65.0,69.0
1251,HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584.0,YGV,50.28,-63.61,501655000.0,-633641000.0,37.8,2010.0,2015.0,730.0,95.0,0.0,730.0,99.0,103.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5660.0,57.735295974391896,5693.0,0.7127849411816104,65.0,65.0
1252,ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375.0,WQR,50.22,-64.21,501315000.0,-641226000.0,9.0,1994.0,2015.0,730.0,72.0,0.0,730.0,73.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.0,41.19834493689415,5650.0,41.19834493689415,65.0,68.0
1254,LES BUISSONS,QUEBEC,7044288,5701,,,49.12,-68.38,490700000.0,-682300000.0,15.0,1973.0,2015.0,216.0,649.0,0.0,172.0,626.0,223.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5662.0,13.184914710919454,5701.0,0.0,65.0,69.0
1255,LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512.0,WBT,50.27,-64.23,501617000.0,-641335000.0,11.0,1994.0,2015.0,79.0,730.0,0.0,79.0,730.0,79.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.0,39.22296489008893,5650.0,39.22296489008893,65.0,68.0
1257,NATASHQUAN,QUEBEC,7045398,48971,71513.0,YNA,50.19,-61.79,501124000.0,-614720000.0,11.9,2010.0,2015.0,730.0,89.0,0.0,730.0,97.0,105.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5715.0,2.4141328587623803,5715.0,2.4141328587623803,65.0,68.0
1258,NATASHQUAN A,QUEBEC,7045401,30168,71813.0,MNT,50.19,-61.81,501124004.0,-614839001.0,11.7,2008.0,2015.0,730.0,68.0,0.0,730.0,74.0,102.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5715.0,1.3218755812193597,5715.0,1.3218755812193597,65.0,68.0
1260,POINTE CLAVEAU,QUEBEC,704607C,10964,71189.0,WQV,48.26,-70.11,481537000.0,-700652000.0,4.0,1994.0,2015.0,730.0,74.0,0.0,730.0,79.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5720.0,9.950321701190177,5720.0,9.950321701190177,65.0,65.0
1261,STE ROSE DU NORD,QUEBEC,7047722,5738,,,48.4,-70.53,482400000.0,-703200000.0,205.0,1973.0,2015.0,171.0,181.0,0.0,161.0,186.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5738.0,0.0,5738.0,0.0,65.0,65.0
1262,SEPT-ILES UA,QUEBEC,7047912,8486,71811.0,,50.22,-66.25,501300000.0,-661500000.0,53.1,2002.0,2015.0,415.0,730.0,0.0,415.0,730.0,415.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5742.0,1.4273610321029735,5742.0,1.4273610321029735,65.0,68.0
1263,SEPT-ILES,QUEBEC,7047914,42683,71279.0,XZV,50.22,-66.25,501300000.0,-661500000.0,52.6,2002.0,2015.0,730.0,75.0,0.0,730.0,83.0,124.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5742.0,1.4273610321029735,5742.0,1.4273610321029735,65.0,68.0
